Chr,start,end,LITCHI007109_threshold,LITCHI007109_Mean,TB0135
Chr5,20923400,20923500,3.0,34.5,11.5
Chr4,22352000,22352100,9.857142857142858,34.5,3.5
Chr14,11378300,11378400,2.15625,34.5,16.0
Chr12,4184300,4184400,2.3793103448275863,34.5,14.5
Chr5,33905700,33905800,8.625,34.5,4.0
Chr10,9322300,9322400,9.857142857142858,34.5,3.5
Chr10,9486400,9486500,4.6,34.5,7.5
Chr15,21437500,21437600,8.625,34.5,4.0
Chr3,4517200,4517300,3.2857142857142856,34.5,10.5
Chr4,20191200,20191300,23.0,34.5,1.5
Chr14,9745300,9745400,11.5,34.5,3.0
Chr1,33331300,33331400,2.3793103448275863,34.5,14.5
Chr2,22498700,22498800,17.25,34.5,2.0
Chr14,6533000,6533100,34.5,34.5,1.0
Chr13,6444900,6445000,5.3076923076923075,34.5,6.5
Chr15,18250800,18250900,4.533333333333333,34.0,7.5
Chr8,22620000,22620100,11.333333333333334,34.0,3.0
Chr4,20201400,20201500,3.4,34.0,10.0
Chr1,19383100,19383200,5.666666666666667,34.0,6.0
Chr14,16200800,16200900,3.7777777777777777,34.0,9.0
Chr4,6149500,6149600,4.857142857142857,34.0,7.0
Chr8,11206500,11206600,17.0,34.0,2.0
Chr1,11818900,11819000,2.125,34.0,16.0
Chr8,20425600,20425700,5.230769230769231,34.0,6.5
Chr6,20815700,20815800,4.25,34.0,8.0
Chr9,24668000,24668100,2.8333333333333335,34.0,12.0
Chr6,25481100,25481200,5.666666666666667,34.0,6.0
Chr5,5936000,5936100,7.555555555555555,34.0,4.5
Chr3,11777200,11777300,6.8,34.0,5.0
Chr1,11210800,11210900,3.7777777777777777,34.0,9.0
Chr1,19693000,19693100,5.666666666666667,34.0,6.0
Chr13,6848100,6848200,5.230769230769231,34.0,6.5
Chr1,18668600,18668700,6.8,34.0,5.0
Chr6,30192100,30192200,5.666666666666667,34.0,6.0
Chr3,7368600,7368700,13.6,34.0,2.5
Chr3,16553800,16553900,34.0,34.0,1.0
Chr15,20138700,20138800,5.230769230769231,34.0,6.5
Chr3,550500,550600,4.25,34.0,8.0
Chr4,1654800,1654900,3.090909090909091,34.0,11.0
Chr2,7953800,7953900,4.533333333333333,34.0,7.5
Chr8,19833900,19834000,11.333333333333334,34.0,3.0
Chr2,9515800,9515900,4.0,34.0,8.5
Chr14,495500,495600,34.0,34.0,1.0
Chr7,11446800,11446900,4.533333333333333,34.0,7.5
Chr9,16710500,16710600,6.181818181818182,34.0,5.5
Chr3,21290000,21290100,11.333333333333334,34.0,3.0
Chr7,8048300,8048400,3.7777777777777777,34.0,9.0
Chr7,13799800,13799900,5.666666666666667,34.0,6.0
Chr3,17159800,17159900,3.238095238095238,34.0,10.5
Chr2,672100,672200,9.714285714285714,34.0,3.5
Chr1,14369400,14369500,3.5789473684210527,34.0,9.5
Chr3,29453800,29453900,2.0606060606060606,34.0,16.5
Chr9,19401700,19401800,6.181818181818182,34.0,5.5
Chr4,11936400,11936500,6.8,34.0,5.0
Chr2,28581600,28581700,3.7777777777777777,34.0,9.0
Chr7,10983200,10983300,34.0,34.0,1.0
Chr2,23441600,23441700,4.857142857142857,34.0,7.0
Chr1,7520000,7520100,2.6153846153846154,34.0,13.0
Chr13,281300,281400,34.0,34.0,1.0
Chr6,26798200,26798300,4.25,34.0,8.0
Chr10,6020800,6020900,4.857142857142857,34.0,7.0
Chr3,35905200,35905300,6.181818181818182,34.0,5.5
Chr2,4826100,4826200,2.125,34.0,16.0
Chr2,14342700,14342800,2.5185185185185186,34.0,13.5
Chr1,36281900,36282000,6.8,34.0,5.0
Chr14,21862800,21862900,5.230769230769231,34.0,6.5
Chr9,27317500,27317600,11.333333333333334,34.0,3.0
Chr15,3906200,3906300,6.8,34.0,5.0
Chr15,13531700,13531800,34.0,34.0,1.0
Chr3,30487200,30487300,9.714285714285714,34.0,3.5
Chr9,23477500,23477600,4.25,34.0,8.0
Chr1,24671300,24671400,3.090909090909091,34.0,11.0
Chr7,3393500,3393600,8.5,34.0,4.0
Chr10,22266200,22266300,3.090909090909091,34.0,11.0
Chr3,25748500,25748600,9.714285714285714,34.0,3.5
Chr3,36589600,36589700,3.7777777777777777,34.0,9.0
Chr11,2095600,2095700,17.0,34.0,2.0
Chr3,28283700,28283800,3.4,34.0,10.0
Chr1,47846500,47846600,2.8333333333333335,34.0,12.0
Chr11,2363700,2363800,34.0,34.0,1.0
Chr1,36605600,36605700,34.0,34.0,1.0
Chr11,24807600,24807700,2.4285714285714284,34.0,14.0
Chr3,30305800,30305900,5.230769230769231,34.0,6.5
Chr5,893900,894000,4.857142857142857,34.0,7.0
Chr10,24813600,24813700,3.238095238095238,34.0,10.5
Chr11,81100,81200,4.0,34.0,8.5
Chr4,29449400,29449500,11.333333333333334,34.0,3.0
Chr1,28184700,28184800,2.8333333333333335,34.0,12.0
Chr15,10289600,10289700,13.6,34.0,2.5
Chr4,9893500,9893600,8.5,34.0,4.0
Chr10,24294300,24294400,4.857142857142857,34.0,7.0
Chr12,13286700,13286800,4.0,34.0,8.5
Chr12,2236800,2236900,5.230769230769231,34.0,6.5
Chr1,26165400,26165500,5.666666666666667,34.0,6.0
Chr1,38061100,38061200,2.2666666666666666,34.0,15.0
Chr5,18051000,18051100,2.193548387096774,34.0,15.5
Chr10,25463900,25464000,4.25,34.0,8.0
Chr1,25926600,25926700,2.6153846153846154,34.0,13.0
Chr1,29908600,29908700,3.090909090909091,34.0,11.0
Chr1,44216100,44216200,8.5,34.0,4.0
Chr14,20900700,20900800,34.0,34.0,1.0
Chr5,9486300,9486400,2.8333333333333335,34.0,12.0
Chr13,20886300,20886400,8.5,34.0,4.0
Chr3,6575500,6575600,5.666666666666667,34.0,6.0
Chr3,14117300,14117400,5.666666666666667,34.0,6.0
Chr2,35890000,35890100,4.25,34.0,8.0
Chr15,4698100,4698200,6.8,34.0,5.0
Chr4,30720300,30720400,4.857142857142857,34.0,7.0
Chr10,20711200,20711300,4.0,34.0,8.5
Chr5,20566200,20566300,6.181818181818182,34.0,5.5
Chr7,24197900,24198000,34.0,34.0,1.0
Chr14,18855700,18855800,2.9565217391304346,34.0,11.5
Chr3,35051600,35051700,11.333333333333334,34.0,3.0
Chr6,21267000,21267100,4.857142857142857,34.0,7.0
Chr3,14408200,14408300,2.4285714285714284,34.0,14.0
Chr13,22615600,22615700,5.666666666666667,34.0,6.0
Chr10,21013800,21013900,6.8,34.0,5.0
Chr5,26775400,26775500,3.090909090909091,34.0,11.0
Chr15,6803000,6803100,6.181818181818182,34.0,5.5
Chr12,14374100,14374200,34.0,34.0,1.0
Chr3,13273200,13273300,11.333333333333334,34.0,3.0
Chr2,11751600,11751700,11.333333333333334,34.0,3.0
Chr1,34429800,34429900,2.72,34.0,12.5
Chr13,9373200,9373300,3.238095238095238,34.0,10.5
Chr6,2312300,2312400,6.181818181818182,34.0,5.5
Chr2,38371000,38371100,3.238095238095238,34.0,10.5
Chr2,27327000,27327100,4.0,34.0,8.5
Chr7,3186500,3186600,11.333333333333334,34.0,3.0
Chr6,10534600,10534700,34.0,34.0,1.0
Chr1,34255500,34255600,11.333333333333334,34.0,3.0
Chr12,4946600,4946700,4.533333333333333,34.0,7.5
Chr1,32841700,32841800,2.2666666666666666,34.0,15.0
Chr2,10423000,10423100,2.9565217391304346,34.0,11.5
Chr7,26859800,26859900,11.166666666666666,33.5,3.0
Chr10,15150600,15150700,4.1875,33.5,8.0
Chr3,12112100,12112200,5.153846153846154,33.5,6.5
Chr6,19738600,19738700,16.75,33.5,2.0
Chr15,2266900,2267000,3.9411764705882355,33.5,8.5
Chr7,26878200,26878300,33.5,33.5,1.0
Chr4,26861800,26861900,2.9130434782608696,33.5,11.5
Chr2,34986000,34986100,8.375,33.5,4.0
Chr2,8797800,8797900,2.09375,33.5,16.0
Chr4,18210400,18210500,13.4,33.5,2.5
Chr2,4023400,4023500,22.333333333333332,33.5,1.5
Chr15,9062900,9063000,5.153846153846154,33.5,6.5
Chr15,7235200,7235300,5.153846153846154,33.5,6.5
Chr6,16761900,16762000,8.375,33.5,4.0
Chr3,7444600,7444700,5.153846153846154,33.5,6.5
Chr15,6913500,6913600,5.153846153846154,33.5,6.5
Chr5,22697800,22697900,3.526315789473684,33.5,9.5
Chr1,31813800,31813900,2.392857142857143,33.5,14.0
Chr1,12351500,12351600,6.7,33.5,5.0
Chr3,17262100,17262200,33.5,33.5,1.0
Chr8,12666200,12666300,7.444444444444445,33.5,4.5
Chr6,22934100,22934200,4.785714285714286,33.5,7.0
Chr3,35827300,35827400,16.75,33.5,2.0
Chr5,31968800,31968900,13.4,33.5,2.5
Chr2,32638200,32638300,3.526315789473684,33.5,9.5
Chr15,14306500,14306600,6.7,33.5,5.0
Chr2,31184300,31184400,11.166666666666666,33.5,3.0
Chr1,18527800,18527900,3.7222222222222223,33.5,9.0
Chr10,3973200,3973300,16.75,33.5,2.0
Chr1,10285600,10285700,2.7916666666666665,33.5,12.0
Chr3,30011100,30011200,3.9411764705882355,33.5,8.5
Chr1,22466600,22466700,6.7,33.5,5.0
Chr14,18761000,18761100,2.68,33.5,12.5
Chr5,14877100,14877200,2.2333333333333334,33.5,15.0
Chr12,11204500,11204600,5.583333333333333,33.5,6.0
Chr4,744600,744700,4.785714285714286,33.5,7.0
Chr2,6967000,6967100,33.5,33.5,1.0
Chr14,18420800,18420900,33.5,33.5,1.0
Chr10,2886300,2886400,2.161290322580645,33.5,15.5
Chr1,21795800,21795900,3.0454545454545454,33.5,11.0
Chr5,26534500,26534600,4.466666666666667,33.5,7.5
Chr1,21720200,21720300,6.7,33.5,5.0
Chr8,23656900,23657000,3.9411764705882355,33.5,8.5
Chr4,1130500,1130600,6.7,33.5,5.0
Chr1,19713300,19713400,4.785714285714286,33.5,7.0
Chr5,28876600,28876700,2.7916666666666665,33.5,12.0
Chr9,7452100,7452200,16.75,33.5,2.0
Chr10,10169700,10169800,5.583333333333333,33.5,6.0
Chr2,33912000,33912100,16.75,33.5,2.0
Chr11,18487800,18487900,2.09375,33.5,16.0
Chr10,9915200,9915300,3.35,33.5,10.0
Chr1,40276800,40276900,3.526315789473684,33.5,9.5
Chr12,22114000,22114100,33.5,33.5,1.0
Chr15,11390500,11390600,3.9411764705882355,33.5,8.5
Chr11,18956600,18956700,3.526315789473684,33.5,9.5
Chr14,11310500,11310600,16.75,33.5,2.0
Chr1,16633000,16633100,4.785714285714286,33.5,7.0
Chr1,20779800,20779900,2.68,33.5,12.5
Chr8,24426400,24426500,11.166666666666666,33.5,3.0
Chr10,6592800,6592900,2.7916666666666665,33.5,12.0
Chr3,22537300,22537400,3.9411764705882355,33.5,8.5
Chr5,29712600,29712700,7.444444444444445,33.5,4.5
Chr12,4409800,4409900,2.4814814814814814,33.5,13.5
Chr14,23077100,23077200,33.5,33.5,1.0
Chr1,45637400,45637500,6.7,33.5,5.0
Chr4,23994100,23994200,33.5,33.5,1.0
Chr1,45822700,45822800,2.2333333333333334,33.5,15.0
Chr7,17674700,17674800,3.7222222222222223,33.5,9.0
Chr2,5377000,5377100,3.35,33.5,10.0
Chr7,24760400,24760500,8.375,33.5,4.0
Chr5,3381400,3381500,4.785714285714286,33.5,7.0
Chr6,29070800,29070900,2.7916666666666665,33.5,12.0
Chr10,19676300,19676400,9.571428571428571,33.5,3.5
Chr4,30736200,30736300,4.1875,33.5,8.0
Chr6,32004600,32004700,33.5,33.5,1.0
Chr13,11426400,11426500,5.153846153846154,33.5,6.5
Chr2,12925200,12925300,8.375,33.5,4.0
Chr11,1168700,1168800,4.785714285714286,33.5,7.0
Chr11,2957200,2957300,3.7222222222222223,33.5,9.0
Chr5,5070300,5070400,33.5,33.5,1.0
Chr13,4124300,4124400,8.375,33.5,4.0
Chr13,1538100,1538200,4.1875,33.5,8.0
Chr7,1756000,1756100,4.785714285714286,33.5,7.0
Chr3,34440100,34440200,13.4,33.5,2.5
Chr10,21124700,21124800,8.375,33.5,4.0
Chr13,4964400,4964500,33.5,33.5,1.0
Chr10,27566000,27566100,3.7222222222222223,33.5,9.0
Chr4,4115700,4115800,3.0454545454545454,33.5,11.0
Chr11,17088100,17088200,11.166666666666666,33.5,3.0
Chr10,23639700,23639800,5.583333333333333,33.5,6.0
Chr6,2434800,2434900,11.166666666666666,33.5,3.0
Chr10,17670600,17670700,3.7222222222222223,33.5,9.0
Chr2,9768600,9768700,4.1875,33.5,8.0
Chr10,26990400,26990500,4.785714285714286,33.5,7.0
Chr7,5866200,5866300,16.75,33.5,2.0
Chr13,6651800,6651900,6.090909090909091,33.5,5.5
Chr10,26004900,26005000,7.444444444444445,33.5,4.5
Chr3,20592700,20592800,11.166666666666666,33.5,3.0
Chr6,28205100,28205200,5.583333333333333,33.5,6.0
Chr4,6059300,6059400,3.35,33.5,10.0
Chr7,204900,205000,33.5,33.5,1.0
Chr7,3472400,3472500,16.75,33.5,2.0
Chr8,19064700,19064800,11.166666666666666,33.5,3.0
Chr6,10306100,10306200,5.153846153846154,33.5,6.5
Chr13,9143500,9143600,3.0454545454545454,33.5,11.0
Chr7,3365700,3365800,9.571428571428571,33.5,3.5
Chr10,24257000,24257100,16.75,33.5,2.0
Chr11,13043100,13043200,33.5,33.5,1.0
Chr14,3970600,3970700,2.392857142857143,33.5,14.0
Chr12,24516700,24516800,6.7,33.5,5.0
Chr1,35236900,35237000,13.2,33.0,2.5
Chr4,2589900,2590000,6.0,33.0,5.5
Chr3,26879900,26880000,2.75,33.0,12.0
Chr9,26304000,26304100,33.0,33.0,1.0
Chr10,17252900,17253000,5.076923076923077,33.0,6.5
Chr5,1961800,1961900,2.64,33.0,12.5
Chr7,23891100,23891200,8.25,33.0,4.0
Chr14,22170800,22170900,6.6,33.0,5.0
Chr10,25538100,25538200,9.428571428571429,33.0,3.5
Chr2,12217500,12217600,6.6,33.0,5.0
Chr5,31234900,31235000,13.2,33.0,2.5
Chr15,19128800,19128900,3.6666666666666665,33.0,9.0
Chr6,15204800,15204900,3.8823529411764706,33.0,8.5
Chr3,5158100,5158200,11.0,33.0,3.0
Chr7,14575700,14575800,3.3,33.0,10.0
Chr6,10727700,10727800,6.0,33.0,5.5
Chr2,24570800,24570900,33.0,33.0,1.0
Chr15,6696100,6696200,4.4,33.0,7.5
Chr7,8243600,8243700,3.3,33.0,10.0
Chr13,9172800,9172900,33.0,33.0,1.0
Chr5,14219000,14219100,2.5384615384615383,33.0,13.0
Chr9,1201600,1201700,8.25,33.0,4.0
Chr12,22019100,22019200,9.428571428571429,33.0,3.5
Chr2,2299100,2299200,2.75,33.0,12.0
Chr13,4244100,4244200,3.6666666666666665,33.0,9.0
Chr10,26836600,26836700,16.5,33.0,2.0
Chr1,17120400,17120500,2.75,33.0,12.0
Chr9,24981400,24981500,4.714285714285714,33.0,7.0
Chr5,14678000,14678100,2.75,33.0,12.0
Chr11,22663100,22663200,2.5384615384615383,33.0,13.0
Chr11,4860700,4860800,2.129032258064516,33.0,15.5
Chr14,20288700,20288800,4.714285714285714,33.0,7.0
Chr6,10903700,10903800,2.129032258064516,33.0,15.5
Chr7,16088900,16089000,6.6,33.0,5.0
Chr2,246100,246200,2.357142857142857,33.0,14.0
Chr1,34313700,34313800,11.0,33.0,3.0
Chr15,21507000,21507100,16.5,33.0,2.0
Chr3,15423800,15423900,22.0,33.0,1.5
Chr12,14683100,14683200,5.076923076923077,33.0,6.5
Chr12,19627300,19627400,6.0,33.0,5.5
Chr2,1441700,1441800,4.4,33.0,7.5
Chr13,2905900,2906000,2.2758620689655173,33.0,14.5
Chr14,19390100,19390200,3.142857142857143,33.0,10.5
Chr9,6011500,6011600,5.5,33.0,6.0
Chr11,4786400,4786500,6.6,33.0,5.0
Chr8,9858200,9858300,5.5,33.0,6.0
Chr6,12554700,12554800,3.6666666666666665,33.0,9.0
Chr5,2726100,2726200,11.0,33.0,3.0
Chr10,26265700,26265800,2.75,33.0,12.0
Chr4,3316700,3316800,6.6,33.0,5.0
Chr6,31360700,31360800,11.0,33.0,3.0
Chr10,1068500,1068600,3.6666666666666665,33.0,9.0
Chr3,32840000,32840100,4.125,33.0,8.0
Chr4,32572000,32572100,2.2,33.0,15.0
Chr1,24363200,24363300,2.2,33.0,15.0
Chr6,2364600,2364700,2.4444444444444446,33.0,13.5
Chr2,46500,46600,3.8823529411764706,33.0,8.5
Chr8,37300,37400,3.3,33.0,10.0
Chr3,30328800,30328900,4.714285714285714,33.0,7.0
Chr1,14843300,14843400,5.5,33.0,6.0
Chr10,27434800,27434900,2.4444444444444446,33.0,13.5
Chr10,21889500,21889600,3.473684210526316,33.0,9.5
Chr15,21196000,21196100,13.2,33.0,2.5
Chr7,27770100,27770200,13.2,33.0,2.5
Chr9,24938000,24938100,3.0,33.0,11.0
Chr10,10197400,10197500,2.2758620689655173,33.0,14.5
Chr4,23900600,23900700,6.0,33.0,5.5
Chr6,25467500,25467600,4.125,33.0,8.0
Chr2,32240400,32240500,33.0,33.0,1.0
Chr1,23801100,23801200,4.714285714285714,33.0,7.0
Chr2,39738500,39738600,11.0,33.0,3.0
Chr5,23834300,23834400,5.5,33.0,6.0
Chr4,18044300,18044400,3.8823529411764706,33.0,8.5
Chr1,20854800,20854900,6.0,33.0,5.5
Chr1,39057400,39057500,11.0,33.0,3.0
Chr11,25933500,25933600,3.473684210526316,33.0,9.5
Chr5,3838700,3838800,4.714285714285714,33.0,7.0
Chr1,41809000,41809100,11.0,33.0,3.0
Chr3,29327200,29327300,3.8823529411764706,33.0,8.5
Chr6,6722700,6722800,16.5,33.0,2.0
Chr1,19782800,19782900,2.2758620689655173,33.0,14.5
Chr2,15306100,15306200,8.25,33.0,4.0
Chr12,7388100,7388200,4.714285714285714,33.0,7.0
Chr9,4080900,4081000,33.0,33.0,1.0
Chr15,17073500,17073600,3.3,33.0,10.0
Chr1,19903700,19903800,9.428571428571429,33.0,3.5
Chr11,17901300,17901400,33.0,33.0,1.0
Chr10,24185700,24185800,2.64,33.0,12.5
Chr2,29117000,29117100,3.6666666666666665,33.0,9.0
Chr10,24401900,24402000,2.357142857142857,33.0,14.0
Chr2,1065500,1065600,5.076923076923077,33.0,6.5
Chr15,698400,698500,16.5,33.0,2.0
Chr12,8225800,8225900,3.142857142857143,33.0,10.5
Chr8,23154700,23154800,6.6,33.0,5.0
Chr3,7277100,7277200,7.333333333333333,33.0,4.5
Chr11,17726800,17726900,5.5,33.0,6.0
Chr9,27143000,27143100,16.5,33.0,2.0
Chr8,6837100,6837200,5.5,33.0,6.0
Chr10,24693500,24693600,2.869565217391304,33.0,11.5
Chr11,17646300,17646400,11.0,33.0,3.0
Chr12,16319300,16319400,33.0,33.0,1.0
Chr1,39583800,39583900,2.0625,33.0,16.0
Chr6,9449800,9449900,6.0,33.0,5.5
Chr9,8686300,8686400,5.5,33.0,6.0
Chr2,26179200,26179300,3.473684210526316,33.0,9.5
Chr8,777800,777900,11.0,33.0,3.0
Chr5,1194900,1195000,9.428571428571429,33.0,3.5
Chr14,7950900,7951000,11.0,33.0,3.0
Chr1,12983200,12983300,8.25,33.0,4.0
Chr6,11020300,11020400,5.076923076923077,33.0,6.5
Chr1,27125000,27125100,7.333333333333333,33.0,4.5
Chr1,44754300,44754400,22.0,33.0,1.5
Chr13,16324600,16324700,3.6666666666666665,33.0,9.0
Chr1,27364100,27364200,33.0,33.0,1.0
Chr14,14760700,14760800,3.8823529411764706,33.0,8.5
Chr5,4528400,4528500,11.0,33.0,3.0
Chr13,13330300,13330400,6.6,33.0,5.0
Chr7,13597200,13597300,5.076923076923077,33.0,6.5
Chr11,1574200,1574300,13.2,33.0,2.5
Chr5,1300300,1300400,2.869565217391304,33.0,11.5
Chr6,658200,658300,22.0,33.0,1.5
Chr5,15119900,15120000,33.0,33.0,1.0
Chr6,668200,668300,4.4,33.0,7.5
Chr10,23344100,23344200,6.0,33.0,5.5
Chr8,17203300,17203400,33.0,33.0,1.0
Chr1,43682700,43682800,6.6,33.0,5.0
Chr1,25234500,25234600,2.64,33.0,12.5
Chr1,26625900,26626000,6.6,33.0,5.0
Chr7,8799700,8799800,22.0,33.0,1.5
Chr11,14683900,14684000,3.6666666666666665,33.0,9.0
Chr5,20227000,20227100,11.0,33.0,3.0
Chr1,17643000,17643100,5.5,33.0,6.0
Chr1,26420800,26420900,3.8823529411764706,33.0,8.5
Chr6,3359900,3360000,2.2758620689655173,33.0,14.5
Chr3,35956400,35956500,2.5,32.5,13.0
Chr2,16982000,16982100,16.25,32.5,2.0
Chr2,16999100,16999200,8.125,32.5,4.0
Chr3,8499800,8499900,16.25,32.5,2.0
Chr14,18676300,18676400,5.416666666666667,32.5,6.0
Chr4,28595600,28595700,2.1666666666666665,32.5,15.0
Chr3,28454600,28454700,5.416666666666667,32.5,6.0
Chr11,21734400,21734500,3.0952380952380953,32.5,10.5
Chr2,32501200,32501300,32.5,32.5,1.0
Chr6,21358000,21358100,32.5,32.5,1.0
Chr13,22578000,22578100,2.1666666666666665,32.5,15.0
Chr11,21749400,21749500,3.25,32.5,10.0
Chr1,872500,872600,3.4210526315789473,32.5,9.5
Chr8,14483600,14483700,16.25,32.5,2.0
Chr8,21668900,21669000,2.6,32.5,12.5
Chr5,20796700,20796800,3.25,32.5,10.0
Chr8,10396900,10397000,16.25,32.5,2.0
Chr15,14427500,14427600,16.25,32.5,2.0
Chr3,2296800,2296900,10.833333333333334,32.5,3.0
Chr14,17092400,17092500,5.416666666666667,32.5,6.0
Chr13,7073300,7073400,3.25,32.5,10.0
Chr6,10886700,10886800,5.416666666666667,32.5,6.0
Chr2,10831700,10831800,32.5,32.5,1.0
Chr8,12036500,12036600,2.8260869565217392,32.5,11.5
Chr11,10281500,10281600,10.833333333333334,32.5,3.0
Chr2,5224200,5224300,16.25,32.5,2.0
Chr11,4079000,4079100,32.5,32.5,1.0
Chr1,19456800,19456900,2.9545454545454546,32.5,11.0
Chr2,34684700,34684800,2.2413793103448274,32.5,14.5
Chr15,18068600,18068700,3.611111111111111,32.5,9.0
Chr15,2174800,2174900,7.222222222222222,32.5,4.5
Chr7,22589600,22589700,2.9545454545454546,32.5,11.0
Chr2,16471600,16471700,2.3214285714285716,32.5,14.0
Chr2,13485200,13485300,4.333333333333333,32.5,7.5
Chr3,27949800,27949900,6.5,32.5,5.0
Chr7,20493600,20493700,4.642857142857143,32.5,7.0
Chr1,42813800,42813900,4.0625,32.5,8.0
Chr1,42435900,42436000,3.25,32.5,10.0
Chr5,15566200,15566300,7.222222222222222,32.5,4.5
Chr5,10085100,10085200,3.25,32.5,10.0
Chr3,11422800,11422900,32.5,32.5,1.0
Chr7,21307300,21307400,32.5,32.5,1.0
Chr13,2088200,2088300,4.333333333333333,32.5,7.5
Chr3,4230900,4231000,8.125,32.5,4.0
Chr3,23777900,23778000,2.7083333333333335,32.5,12.0
Chr3,27926600,27926700,32.5,32.5,1.0
Chr15,16986200,16986300,16.25,32.5,2.0
Chr1,20210300,20210400,4.333333333333333,32.5,7.5
Chr4,29743500,29743600,32.5,32.5,1.0
Chr13,17549600,17549700,4.0625,32.5,8.0
Chr13,19036600,19036700,21.666666666666668,32.5,1.5
Chr1,21738000,21738100,6.5,32.5,5.0
Chr12,6843100,6843200,2.5,32.5,13.0
Chr6,19267000,19267100,8.125,32.5,4.0
Chr14,19751000,19751100,5.416666666666667,32.5,6.0
Chr14,19761700,19761800,3.4210526315789473,32.5,9.5
Chr11,13524800,13524900,2.8260869565217392,32.5,11.5
Chr7,3240900,3241000,32.5,32.5,1.0
Chr2,18343800,18343900,2.6,32.5,12.5
Chr7,6075500,6075600,21.666666666666668,32.5,1.5
Chr2,3491000,3491100,6.5,32.5,5.0
Chr14,20590500,20590600,5.0,32.5,6.5
Chr9,11176400,11176500,9.285714285714286,32.5,3.5
Chr7,16556800,16556900,2.9545454545454546,32.5,11.0
Chr7,16639600,16639700,8.125,32.5,4.0
Chr6,5348400,5348500,16.25,32.5,2.0
Chr7,5588500,5588600,21.666666666666668,32.5,1.5
Chr1,35744200,35744300,16.25,32.5,2.0
Chr1,47370700,47370800,2.7083333333333335,32.5,12.0
Chr3,30446400,30446500,4.642857142857143,32.5,7.0
Chr7,17627800,17627900,21.666666666666668,32.5,1.5
Chr15,3392900,3393000,7.222222222222222,32.5,4.5
Chr6,8164200,8164300,21.666666666666668,32.5,1.5
Chr11,4562700,4562800,32.5,32.5,1.0
Chr8,13393100,13393200,16.25,32.5,2.0
Chr3,9605900,9606000,6.5,32.5,5.0
Chr6,28600400,28600500,3.4210526315789473,32.5,9.5
Chr6,11573200,11573300,5.416666666666667,32.5,6.0
Chr4,30758700,30758800,2.5,32.5,13.0
Chr7,24835200,24835300,13.0,32.5,2.5
Chr10,25359100,25359200,8.125,32.5,4.0
Chr2,10320800,10320900,5.909090909090909,32.5,5.5
Chr9,21276500,21276600,6.5,32.5,5.0
Chr2,17375900,17376000,4.642857142857143,32.5,7.0
Chr2,13085900,13086000,5.909090909090909,32.5,5.5
Chr8,6180300,6180400,13.0,32.5,2.5
Chr5,32399500,32399600,2.9545454545454546,32.5,11.0
Chr11,7770100,7770200,4.642857142857143,32.5,7.0
Chr2,1573700,1573800,4.0625,32.5,8.0
Chr2,8378100,8378200,9.285714285714286,32.5,3.5
Chr2,2524200,2524300,5.0,32.5,6.5
Chr14,13115500,13115600,2.7083333333333335,32.5,12.0
Chr15,11074100,11074200,6.5,32.5,5.0
Chr14,239300,239400,5.416666666666667,32.5,6.0
Chr1,4018600,4018700,3.611111111111111,32.5,9.0
Chr8,8830800,8830900,32.5,32.5,1.0
Chr14,7107300,7107400,32.5,32.5,1.0
Chr3,34911900,34912000,4.642857142857143,32.5,7.0
Chr10,16022400,16022500,2.03125,32.5,16.0
Chr3,10328400,10328500,4.642857142857143,32.5,7.0
Chr10,5834000,5834100,5.909090909090909,32.5,5.5
Chr10,12787900,12788000,3.25,32.5,10.0
Chr5,32288100,32288200,3.823529411764706,32.5,8.5
Chr12,24419300,24419400,16.25,32.5,2.0
Chr15,10613200,10613300,9.285714285714286,32.5,3.5
Chr13,5861300,5861400,9.285714285714286,32.5,3.5
Chr9,12612200,12612300,5.416666666666667,32.5,6.0
Chr12,22174300,22174400,3.611111111111111,32.5,9.0
Chr4,11068300,11068400,4.333333333333333,32.5,7.5
Chr14,10542800,10542900,32.5,32.5,1.0
Chr1,2277700,2277800,2.9545454545454546,32.5,11.0
Chr5,18830100,18830200,16.25,32.5,2.0
Chr3,25372500,25372600,3.25,32.5,10.0
Chr5,12954700,12954800,4.0625,32.5,8.0
Chr2,37491300,37491400,6.5,32.5,5.0
Chr11,6610900,6611000,3.611111111111111,32.5,9.0
Chr14,9331700,9331800,32.5,32.5,1.0
Chr2,13737500,13737600,7.222222222222222,32.5,4.5
Chr9,29900900,29901000,21.666666666666668,32.5,1.5
Chr2,25727100,25727200,2.7083333333333335,32.5,12.0
Chr2,30719100,30719200,2.03125,32.5,16.0
Chr4,5053600,5053700,2.5,32.5,13.0
Chr3,1062400,1062500,4.642857142857143,32.5,7.0
Chr11,11241100,11241200,4.0625,32.5,8.0
Chr3,11920300,11920400,4.642857142857143,32.5,7.0
Chr6,17338700,17338800,2.9545454545454546,32.5,11.0
Chr8,24908300,24908400,32.5,32.5,1.0
Chr7,30073700,30073800,5.0,32.5,6.5
Chr6,6404000,6404100,2.3214285714285716,32.5,14.0
Chr8,28625000,28625100,21.666666666666668,32.5,1.5
Chr13,23465000,23465100,5.416666666666667,32.5,6.0
Chr2,27945200,27945300,16.25,32.5,2.0
Chr5,7018000,7018100,4.642857142857143,32.5,7.0
Chr11,928400,928500,8.125,32.5,4.0
Chr7,13450000,13450100,13.0,32.5,2.5
Chr9,25732600,25732700,3.25,32.5,10.0
Chr11,804000,804100,10.833333333333334,32.5,3.0
